publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	title_image
"Performing the Iranian state: visual culture and representations of Iranian identity"	"9780857282934"	"9780857282941"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857282941&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9780857282941.jpg"	
"How to get into medical school in Australia"	"9780857285676"	"9780857282989"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857282989&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9780857282989.jpg"	
"Postliberalization Indian novels in English: politics of global reception and awards"	"9780857285645"	"9780857283061"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857283061&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9780857283061.jpg"	
"Selected Film Essays and Interviews"	"9780857283054"	"9780857283122"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857283122&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9780857283122.jpg"	
"William Morris and the uses of violence, 1856-1890"	"9780857283191"	"9780857283238"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857283238&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9780857283238.jpg"	
"Conditioning democratization: institutional reforms and EU membership conditionality in Albania and Macedonia"	"9780857283252"	"9780857283344"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857283344&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9780857283344.jpg"	
"Ageing, corporeality and embodiment"	"9780857283290"	"9780857283399"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857283399&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9780857283399.jpg"	
"The liquidation of exile: studies in the intellectual emigration of the 1930s"	"9780857287939"	"9780857284228"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857284228&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9780857284228.jpg"	
"Edward FitzGerald's Rubaiyat of Omar Khayyam: a famous poem and its influence"	"9780857287700"	"9780857284280"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857284280&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9780857284280.jpg"	
"Nothing Personal: Geographies of Governing and Activism in the British Asylum System"	"9781444367065"	"9781118315965"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781118315965&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9781118315965.jpg"	
"Fragment-based drug discovery: lessons and outlook"	"9783527337750"	"9783527683611"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783527683611&uid=none"						"Wiley-VCH"											"http://www.askewsandholts.com/EBookImages/9783527683611.jpg"	
"Wir drehen am Klima - na und?"	"9783527337781"	"9783527683673"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783527683673&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9783527683673.jpg"	
"Ionic liquids further uncoiled: critical expert overviews"	"9781118840061"	"9781118839980"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781118839980&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9781118839980.jpg"	
"Medicines Management for Nurses at a Glance"	"9781118840726"	"9781118840719"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781118840719&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9781118840719.jpg"	
"The essential academic dean or provost: a comprehensive desk reference"	"9781118762165"	"9781118762158"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781118762158&uid=none"						"Jossey-Bass"											"http://www.askewsandholts.com/EBookImages/9781118762158.jpg"	
"The Annotated Luther: Word and Faith: Word and Faith"	"9781451462708"	"9781451465112"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781451465112&uid=none"						"Fortress Press"											"http://www.askewsandholts.com/EBookImages/9781451465112.jpg"	
"Essential Surgical Practice: Higher Surgical Training in General Surgery, Fifth Edition"	"9781444137620"	"9781444137637"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781444137637&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781444137637.jpg"	
"QRS for BDS 4th Year: Oral and Maxillofacial Surgery"	"9788131237786"	"9788131238677"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9788131238677&uid=none"						"Elsevier Health Sciences"											"http://www.askewsandholts.com/EBookImages/9788131238677.jpg"	
"Hurwitz's clinical pediatric dermatology: a textbook of skin disorders of childhood and adolescence."	"9780323244756"	"9780323244763"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780323244763&uid=none"						"Elsevier"											"http://www.askewsandholts.com/EBookImages/9780323244763.jpg"	
"Inflectional Defectiveness"	"9781107045842"	"9781316361436"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781316361436&uid=none"						"Cambridge University Press"											"http://www.askewsandholts.com/EBookImages/9781316361436.jpg"	
"Blue Willow Inn Bible of Southern Cooking: Over 600 Essential Recipes Southerners Have Enjoyed for Generations"	"9781401604073"	"9781418586263"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781418586263&uid=none"						"Thomas Nelson"											"http://www.askewsandholts.com/EBookImages/9781418586263.jpg"	
"Practical Corpus Linguistics: An Introduction to Corpus-Based Language Analysis"	"9781119180180"	"9781118831915"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781118831915&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9781118831915.jpg"	
"Manual clinico del perro y el gato"	"9788490227435"	"9788490228210"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9788490228210&uid=none"						"Elsevier Health Sciences"											"http://www.askewsandholts.com/EBookImages/9788490228210.jpg"	
"Abordajes neuroquirurgicos de la patologia craneal y cerebral"	"9788490229552"	"9788490229682"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9788490229682&uid=none"						"Elsevier Health Sciences"											"http://www.askewsandholts.com/EBookImages/9788490229682.jpg"	
"Publicacion cientifica biomedica"	"9788490228708"	"9788491130352"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9788491130352&uid=none"						"Elsevier Health Sciences"											"http://www.askewsandholts.com/EBookImages/9788491130352.jpg"	
"Art of Teaching Medical Students"	"9788131239810"	"9788131242285"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9788131242285&uid=none"						"Elsevier Health Sciences"											"http://www.askewsandholts.com/EBookImages/9788131242285.jpg"	
"The elements of fracture fixation"	"9788131242360"	"9788131242377"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9788131242377&uid=none"						"Elsevier"											"http://www.askewsandholts.com/EBookImages/9788131242377.jpg"	
"Big Data Investments: Effects of Internet Search Queries on German Stocks"	""	"9783959340977"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783959340977&uid=none"						"Diplomica Verlag"											"http://www.askewsandholts.com/EBookImages/9783959340977.jpg"	
"Nine visions of capitalism"	"9781908984401"	"9781909652859"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781909652859&uid=none"						"Infinite Ideas"											"http://www.askewsandholts.com/EBookImages/9781909652859.jpg"	
"Identity, Authentication, and Access Management in Openstack: Implementing and Deploying Keystone"	"9781491941201"	"9781491940808"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781491940808&uid=none"						"O'Reilly"											"http://www.askewsandholts.com/EBookImages/9781491940808.jpg"	
"Authenticity of foods of animal origin"	"9781498706414"	"9781498706438"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781498706438&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781498706438.jpg"	
"Los Nuevos Peregrinos: Como Los Inmigrantes Estan Renovando la Fe y los Valores de los Estados Unidos"	""	"9781617959295"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781617959295&uid=none"						"Worthy Publishing"											"http://www.askewsandholts.com/EBookImages/9781617959295.jpg"	
"Molecular nutrition and diabetes"	"9780128015858"	"9780128017616"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780128017616&uid=none"						"Academic Press"											"http://www.askewsandholts.com/EBookImages/9780128017616.jpg"	
"Proceedings of the International Conference on Information Engineering and Applications (IEA) 2012: Volume 5"	"9781447148432"	"9781447148449"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781447148449&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781447148449.jpg"	
"Treatment of Chronic Pain by Medical Approaches: the AMERICAN ACADEMY of PAIN MEDICINE Textbook on Patient Management"	"9781493918171"	"9781493918188"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781493918188&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781493918188.jpg"	
"Nutrition and Bone Health"	"9781493920006"	"9781493920013"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781493920013&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781493920013.jpg"	
"Accidental Hunter"	"9781617754005"	"9781617754012"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781617754012&uid=none"						"Akashic Books"											"http://www.askewsandholts.com/EBookImages/9781617754012.jpg"	
"The Seven Wives of Bluebeard"	""	"9781776593163"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776593163&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776593163.jpg"	
"The Black Tor: A Tale of the Reign of James the First"	""	"9781776593286"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776593286&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776593286.jpg"	
"Mastering RStudio: develop, communicate, and collaborate with R"	""	"9781783982554"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781783982554&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781783982554.jpg"	
"Learning OpenStack"	""	"9781783986972"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781783986972&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781783986972.jpg"	
"Unreal Engine Game Development Blueprints"	""	"9781784391782"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781784391782&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781784391782.jpg"	
"Python data science cookbook"	""	"9781784393663"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781784393663&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781784393663.jpg"	
"GameMaker Cookbook"	""	"9781784397135"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781784397135&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781784397135.jpg"	
"Mastering Linux Shell Scripting"	""	"9781784397593"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781784397593&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781784397593.jpg"	
"Test-driven JavaScript development"	""	"9781785288746"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781785288746&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781785288746.jpg"	
"Mastering Docker"	""	"9781785289248"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781785289248&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781785289248.jpg"	
"Python Business Intelligence Cookbook"	""	"9781785289668"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781785289668&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781785289668.jpg"	
"The architect in practice."	"9781118907733"	"9781118907719"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781118907719&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9781118907719.jpg"	
"Rapid research methods for nurses, midwives, and health professionals"	"9781119048411"	"9781119048398"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781119048398&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9781119048398.jpg"	
"Learning assessment techniques: a handbook for college faculty"	"9781119050896"	"9781119050926"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781119050926&uid=none"						"Jossey-Bass"											"http://www.askewsandholts.com/EBookImages/9781119050926.jpg"	
"Digital wealth: an automatic way to invest successfully"	"9781119118497"	"9781119118480"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781119118480&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9781119118480.jpg"	
"Vertical and decline shaft sinking: good practices in technique and technology, International Mining Forum 2015"	"9781138028203"	"9781315683836"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781315683836&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781315683836.jpg"	
"Singular spectrum analysis of biomedical signals"	"9781466589278"	"9781466589285"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781466589285&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781466589285.jpg"	
"Fermented foods.: (Biochemistry and biotechnology)"	"9781498740791"	"9781498740814"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781498740814&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781498740814.jpg"	
"Biosimilars and interchangeable biologics.: (Tactical elements)"	"9781498743495"	"9781498743501"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781498743501&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781498743501.jpg"	
"Basic principles of analytical ultracentrifugation"	"9781498751155"	"9781498751162"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781498751162&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781498751162.jpg"	
"Tokyo from Edo to Showa, 1867-1989: the emergence of the world's greatest city"	"9784805310243"	"9781462901050"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781462901050&uid=none"						"Tuttle Publishing"											"http://www.askewsandholts.com/EBookImages/9781462901050.jpg"	
"Jimmy Bluefeather"	"9781941821688"	"9781941821879"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781941821879&uid=none"						"Graphic Arts Books"											"http://www.askewsandholts.com/EBookImages/9781941821879.jpg"	
"Life on the Rocks: Finding Meaning in Addiction and Recovery"	"9781942094029"	"9781942094036"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781942094036&uid=none"						"Central Recovery Press"											"http://www.askewsandholts.com/EBookImages/9781942094036.jpg"	
"Biopsy diagnosis of peripheral neuropathy"	"9783319073101"	"9783319073118"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783319073118&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783319073118.jpg"	
"Unsteady effects of shock wave induced separation"	"9783642030031"	"9783642030048"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642030048&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642030048.jpg"	
"Kompendium der Mediengestaltung: IV. Medienproduktion Digital"	"9783642545825"	"9783642545832"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642545832&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642545832.jpg"	
"Sensus Communis, Synesthesia, and the Soul: An Odyssey"	""	"9781772360233"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781772360233&uid=none"						"BPS Books"											"http://www.askewsandholts.com/EBookImages/9781772360233.jpg"	
"Roadworks: Medieval Britain, medieval roads"	"9780719085062"	"9781784996703"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781784996703&uid=none"						"Manchester University Press"											"http://www.askewsandholts.com/EBookImages/9781784996703.jpg"	
"Fools and idiots?: Intellectual disability in the Middle Ages"	"9780719096365"	"9781784996802"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781784996802&uid=none"						"Manchester University Press"											"http://www.askewsandholts.com/EBookImages/9781784996802.jpg"	
"Cultures of decolonisation: Transnational productions and practices, 194570"	"9780719096525"	"9781784996864"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781784996864&uid=none"						"Manchester University Press"											"http://www.askewsandholts.com/EBookImages/9781784996864.jpg"	
"Learning femininity in colonial India, 18201932"	"9780719085796"	"9781784996987"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781784996987&uid=none"						"Manchester University Press"											"http://www.askewsandholts.com/EBookImages/9781784996987.jpg"	
"D3.js By Example"	""	"9781785280641"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781785280641&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781785280641.jpg"	
"Building a Game with Unity and Blender"	""	"9781785280740"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781785280740&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781785280740.jpg"	
"Genetic neuromuscular disorders: a case-based approach"	"9783319074993"	"9783319075006"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783319075006&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783319075006.jpg"	
"Wertstromdesign: Der Weg zur schlanken Fabrik"	"9783540898665"	"9783540898672"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540898672&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540898672.jpg"	
"Joint imaging in childhood and adolescence"	"9783642358753"	"9783642358760"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642358760&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642358760.jpg"	
"Sehstorungen bei Kindern: Visuoperzeptive und visuokognitive Storungen bei Kindern mit CVI"	"9783709107829"	"9783709107836"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783709107836&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783709107836.jpg"	
"Personalauswahl im Vertrieb: Wie Sie die passenden Top-Performer finden und gewinnen"	"9783834933447"	"9783834938152"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834938152&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783834938152.jpg"	
"Immergruner Wandel: 85 Jahre Rentenbank"	"9783834919250"	"9783834985316"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834985316&uid=none"						"Gabler Verlag"											"http://www.askewsandholts.com/EBookImages/9783834985316.jpg"	
"In Wild Rose Time"	""	"9781776594269"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594269&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594269.jpg"	
"A Little Girl in Old New York"	""	"9781776594344"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594344&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594344.jpg"	
"Speeches: Literary and Social"	""	"9781776594467"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594467&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594467.jpg"	
"Sketches by Boz: Illustrative of Everyday Life and Everyday People"	""	"9781776594481"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594481&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594481.jpg"	
"Reprinted Pieces"	""	"9781776594504"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594504&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594504.jpg"	
"Mudfog and Other Sketches"	""	"9781776594566"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594566&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594566.jpg"	
"Miscellaneous Papers"	""	"9781776594627"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594627&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594627.jpg"	
"John Ward, Preacher"	""	"9781776594726"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594726&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594726.jpg"	
"Soldiers of Fortune"	""	"9781776594788"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594788&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594788.jpg"	
"Cinderella: And Other Stories"	""	"9781776594825"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594825&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594825.jpg"	
"La Vita Nuova: The New Life"	""	"9781776594849"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594849&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594849.jpg"	
"Ziska: The Problem of a Wicked Soul"	""	"9781776594948"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594948&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594948.jpg"	
"The Treasure of Heaven: A Romance of Riches"	""	"9781776594962"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776594962&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776594962.jpg"	
"Baseball Joe in the Central League: Or, Making Good as a Professional Pitcher"	""	"9781776595747"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776595747&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776595747.jpg"	
"Marcy, the Blockade Runner"	""	"9781776595846"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776595846&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776595846.jpg"	
"Jane Talbot"	""	"9781776596003"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776596003&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776596003.jpg"	
"Ormond: Or, The Secret Witness"	""	"9781776596027"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776596027&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776596027.jpg"	
"Phantom Fortune: A Novel"	""	"9781776596089"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776596089&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776596089.jpg"	
"Milly Darrell"	""	"9781776596102"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776596102&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776596102.jpg"	
"Pharos, the Egyptian: A Romance"	""	"9781776596126"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776596126&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776596126.jpg"	
"The Mystery of the Clasped Hands: A Novel"	""	"9781776596140"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776596140&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776596140.jpg"	
"Long Live the King"	""	"9781776596164"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776596164&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776596164.jpg"	
"Crocker's Hole: From 'Slain by the Doones'"	""	"9781776596201"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776596201&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776596201.jpg"	
"Cripps, the Carrier: A Woodland Tale"	""	"9781776596225"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781776596225&uid=none"						"The Floating Press"											"http://www.askewsandholts.com/EBookImages/9781776596225.jpg"	
"Rethinking the social through Durkheim, Marx, Weber and Whitehead"	"9781783083688"	"9781783083701"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781783083701&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9781783083701.jpg"	
"Economic development and financial instability: selected essays"	"9781783083824"	"9781783083848"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781783083848&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9781783083848.jpg"	
