publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	title_image
"Industrialization and development: a comparative analysis."	"9781857285444"	"9781135363604"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781135363604&uid=none"						"UCL Press"											"http://www.askewsandholts.com/EBookImages/9781135363604.jpg"	
"Politics By Other Means: Law in the Struggle Against Apartheid, 1980-1994"	"9780415908160"	"9781136650420"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781136650420&uid=none"						"Taylor & Francis"											"http://www.askewsandholts.com/EBookImages/9781136650420.jpg"	
"The essentials of sports reporting and writing"	"9780805864472"	"9781135591175"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781135591175&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781135591175.jpg"	
"Textual Practice: Volume 2 No.3"	"9780415009591"	"9781134984381"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134984381&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781134984381.jpg"	
"New Tech & Rural Development."	"9780415009119"	"9781134984800"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134984800&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781134984800.jpg"	
"An introductory history of British broadcasting."	"9780415128025"	"9781134796786"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134796786&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781134796786.jpg"	
"American cultural studies: an introduction to American culture"	"9780415127974"	"9781134796922"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134796922&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781134796922.jpg"	
"Self and spirit in the therapeutic relationship"	"9780415127875"	"9781134797202"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134797202&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781134797202.jpg"	
"In situ spectroscopic techniques at high pressure"	"9780444634221"	"9780444634207"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780444634207&uid=none"						"Elsevier"											"http://www.askewsandholts.com/EBookImages/9780444634207.jpg"	
"Big data at work: the data science revolution and organizational psychology"	"9781848725812"	"9781317702702"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781317702702&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781317702702.jpg"	
"Okonomische, okologische und soziale Nachhaltigkeit durch Unternehmensethik: Elemente und Prozesse in Theorie und Praxis"	""	"9783842819016"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783842819016&uid=none"						"Diplomica Verlag"											"http://www.askewsandholts.com/EBookImages/9783842819016.jpg"	
"Job Search Navigator: An Expert's Guide to Getting Hired, Surviving Layoffs, and Building Your Career"	"9781572841857"	"9781572847682"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781572847682&uid=none"						"Agate Publishing"											"http://www.askewsandholts.com/EBookImages/9781572847682.jpg"	
"McWhinney's Textbook of Family Medicine, 4th Edition."	"9780199370689"	"9780199370696"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780199370696&uid=none"						"Oxford University Press"											"http://www.askewsandholts.com/EBookImages/9780199370696.jpg"	
"Catherine the great"	"9780582098039"	"9781317894834"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781317894834&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781317894834.jpg"	
"The Protestant Reformation in Europe."	"9780582070202"	"9781317898078"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781317898078&uid=none"						"Pearson Addison Wesley"											"http://www.askewsandholts.com/EBookImages/9781317898078.jpg"	
"Anglo-American women writers and representations of Indianness, 1629-1824"	"9781472436382"	"9781472436399"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472436399&uid=none"						"Ashgate"											"http://www.askewsandholts.com/EBookImages/9781472436399.jpg"	
"Brain-Eye: New Histories of Modern Painting"	"9781783480678"	"9781783480692"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781783480692&uid=none"						"Rowman & Littlefield Publishers"											"http://www.askewsandholts.com/EBookImages/9781783480692.jpg"	
"Marketing management"	"9780273753360"	"9781447930266"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781447930266&uid=none"						"Pearson Education"											"http://www.askewsandholts.com/EBookImages/9781447930266.jpg"	
"A history of the Netherlands: from the sixteenth century to the present day"	"9781472569592"	"9781472569615"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472569615&uid=none"						"Bloomsbury Academic"											"http://www.askewsandholts.com/EBookImages/9781472569615.jpg"	
"Ask For Ronald Standish"	"9780755116737"	"9780755122837"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780755122837&uid=none"						"House of Stratus"											"http://www.askewsandholts.com/EBookImages/9780755122837.jpg"	
"Bulldog Drummond at bay"	"9781842325445"	"9780755122851"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780755122851&uid=none"						"House of Stratus"											"http://www.askewsandholts.com/EBookImages/9780755122851.jpg"	
"Social Work Perspectives on Human Behaviour"	"9780335262847"	"9780335262854"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780335262854&uid=none"						"Open University Press"											"http://www.askewsandholts.com/EBookImages/9780335262854.jpg"	
"Promoting Positive Behaviour in the Early Years"	"9780335262984"	"9780335262991"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780335262991&uid=none"						"McGraw-Hill"											"http://www.askewsandholts.com/EBookImages/9780335262991.jpg"	
"Ausgabenprojektion, Reformszenarien und Ruecklagenbildung der Beamtenversorgung in der Bundesrepublik Deutschland"	"9783631646113"	"9783653039221"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783653039221&uid=none"						"Peter Lang"											"http://www.askewsandholts.com/EBookImages/9783653039221.jpg"	
"A hotel manager's handbook: 189 techniques for achieving exceptional guest satisfaction"	"9781771883481"	"9781771883498"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771883498&uid=none"						"Apple Academic Press"											"http://www.askewsandholts.com/EBookImages/9781771883498.jpg"	
"The politics of child protection: contemporary developments and future directions"	"9781137269294"	"9781137269300"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137269300&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137269300.jpg"	
"Childhood, mobile technologies and everyday experiences: changing technologies = changing childhoods?"	"9781137292520"	"9781137292537"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137292537&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137292537.jpg"	
"Privilege, agency and affect: understanding the production and effects of action"	"9781137292629"	"9781137292636"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137292636&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137292636.jpg"	
"Novelists in the New Millennium: Conversations with Writers"	"9780230238244"	"9781137292704"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137292704&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137292704.jpg"	
"Shakespeare: Romeo and Juliet"	"9780230222076"	"9781137292759"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137292759&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137292759.jpg"	
"Network approaches to multi-level governance: structures, relations and understanding power between levels"	"9781137295170"	"9781137295187"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137295187&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137295187.jpg"	
"International debt: economic, financial, monetary, political and regulatory aspects"	"9781137030566"	"9781137030573"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137030573&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137030573.jpg"	
"Women's life writing, 1700-1850: gender, genre and authorship"	"9780230343078"	"9781137030771"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137030771&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137030771.jpg"	
"Maintaining peace and security?: the United Nations in a changing world"	"9781137032133"	"9781137032157"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137032157&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137032157.jpg"	
"Male rape is a feminist issue: feminism, governmentality and male rape"	"9780230223967"	"9781137035103"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137035103&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137035103.jpg"	
"Children in need of support"	"9781137286581"	"9781137286598"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137286598&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137286598.jpg"	
"Integrated education in conflicted societies"	"9781137280978"	"9781137280985"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137280985&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137280985.jpg"	
"Philanthropy in black higher education: a fateful hour creating the Atlanta University system"	"9781137281005"	"9781137281012"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137281012&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137281012.jpg"	
"The self in question: memory, the body and self-consciousness"	"9781137290403"	"9781137290410"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137290410&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137290410.jpg"	
"Emotional abuse and other psychic harms: invisible wounds and their histories"	"9780230303027"	"9781137291530"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137291530&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137291530.jpg"	
"Britain through Muslim eyes: literary representations, 1780-1988"	"9780230252592"	"9781137315311"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137315311&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137315311.jpg"	
"Experiences of second language teacher education"	"9780230272422"	"9781137316257"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137316257&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137316257.jpg"	
"Migrants or expatriates?: Americans in Europe"	"9780230296961"	"9781137316301"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137316301&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137316301.jpg"	
"Patient Safety: An Essential Guide"	"9780230354968"	"9781137316325"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137316325&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137316325.jpg"	
"Africa in the twenty-first century"	"9781137335227"	"9781137335234"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137335234&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137335234.jpg"	
"Black women in management: paid work and family formations"	"9781137335425"	"9781137335432"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137335432&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137335432.jpg"	
"Economic crisis and political economy"	"9781137335746"	"9781137335753"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137335753&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137335753.jpg"	
"The dolphins at 50: legends and memories from south Florida's most celebrated team"	""	"9781633193208"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781633193208&uid=none"						"Triumph Books"											"http://www.askewsandholts.com/EBookImages/9781633193208.jpg"	
"Les Spectateurs De La Vie: Genealogie Du Regard Moraliste."	""	"9782763702094"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9782763702094&uid=none"						"Presses de l'Universite Laval"											"http://www.askewsandholts.com/EBookImages/9782763702094.jpg"	
"Construire Le Politique."	""	"9782763702131"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9782763702131&uid=none"						"Presses de l'Universite Laval"											"http://www.askewsandholts.com/EBookImages/9782763702131.jpg"	
"La Promotion De La Sante Au Canada Et Au Quebec."	""	"9782763702209"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9782763702209&uid=none"						"Presses de l'Universite Laval"											"http://www.askewsandholts.com/EBookImages/9782763702209.jpg"	
"Dictionnaire Des Expressions Et Tournures Calquees."	""	"9782763702216"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9782763702216&uid=none"						"Presses de l'Universite Laval"											"http://www.askewsandholts.com/EBookImages/9782763702216.jpg"	
"Principes De Logique."	""	"9782763702261"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9782763702261&uid=none"						"Presses de l'Universite Laval"											"http://www.askewsandholts.com/EBookImages/9782763702261.jpg"	
"Repenser Le Terrorisme."	""	"9782763702278"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9782763702278&uid=none"						"Presses de l'Universite Laval"											"http://www.askewsandholts.com/EBookImages/9782763702278.jpg"	
"Wilfrid Laurier: Quand La Poli."	""	"9782763702308"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9782763702308&uid=none"						"Presses de l'Universite Laval"											"http://www.askewsandholts.com/EBookImages/9782763702308.jpg"	
"40 lessons to get children thinking"	"9781472916082"	"9781472916105"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472916105&uid=none"						"Bloomsbury Education"											"http://www.askewsandholts.com/EBookImages/9781472916105.jpg"	
"The complete guide to back rehabilitation"	"9781408187227"	"9781472916723"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472916723&uid=none"						"Bloomsbury Sport"											"http://www.askewsandholts.com/EBookImages/9781472916723.jpg"	
"The little book of building vocabulary"	"9781472918550"	"9781472918567"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472918567&uid=none"						"Featherstone Education"											"http://www.askewsandholts.com/EBookImages/9781472918567.jpg"	
"Strategic management: a critical introduction"	"9780415738750"	"9781317812722"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781317812722&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781317812722.jpg"	
"The chronicles of Oggle"	"9781474232869"	"9781474232876"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781474232876&uid=none"						"Bloomsbury Methuen Drama"											"http://www.askewsandholts.com/EBookImages/9781474232876.jpg"	
"Crosslinguistic influence and crosslinguistic interaction in multilingual language learning"	"9781474235853"	"9781474235877"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781474235877&uid=none"						"Bloomsbury Academic"											"http://www.askewsandholts.com/EBookImages/9781474235877.jpg"	
"Antimicrobials: synthetic and natural compounds"	"9781498715621"	"9781498715638"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781498715638&uid=none"						"Taylor & Francis"											"http://www.askewsandholts.com/EBookImages/9781498715638.jpg"	
"Mechanics of finite deformation and fracture"	"9781771880985"	"9781498717021"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781498717021&uid=none"						"Apple Academic Press"											"http://www.askewsandholts.com/EBookImages/9781498717021.jpg"	
"Defences in unjust enrichment"	"9781849467254"	"9781782256366"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781782256366&uid=none"						"Hart Publishing"											"http://www.askewsandholts.com/EBookImages/9781782256366.jpg"	
"Uniformity of Customs Administration in the European Union"	"9781782256724"	"9781782256748"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781782256748&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781782256748.jpg"	
"Human rights acts: the mechanisms compared"	"9781849460965"	"9781782258049"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781782258049&uid=none"						"Hart Publishing"											"http://www.askewsandholts.com/EBookImages/9781782258049.jpg"	
"Fundamental rights in the EU: a matter for two courts"	"9781849467070"	"9781782258896"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781782258896&uid=none"						"Hart Publishing"											"http://www.askewsandholts.com/EBookImages/9781782258896.jpg"	
"Sustainable urban transport"	""	"9781784416157"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781784416157&uid=none"						"Emerald"											"http://www.askewsandholts.com/EBookImages/9781784416157.jpg"	
"The public sector accounting, accountability and auditing in emerging economies"	"9781784416621"	"9781784416614"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781784416614&uid=none"						"Emerald"											"http://www.askewsandholts.com/EBookImages/9781784416614.jpg"	
"A new introduction to comparative law"	"9781849467964"	"9781849469517"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781849469517&uid=none"						"Hart Publishing"											"http://www.askewsandholts.com/EBookImages/9781849469517.jpg"	
"Cogeneration fuel cell-sorption air conditioning systems"	"9781849960274"	"9781849960281"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781849960281&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781849960281.jpg"	
"Algae energy: algae as a new source of biodiesel"	"9781849960496"	"9781849960502"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781849960502&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781849960502.jpg"	
"Israel's wars: from the 1947 Palestine War to the Al-Aqsa Intifada"	"9780415287159"	"9781134446087"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134446087&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781134446087.jpg"	
"Environmental health procedures"	"9780415257190"	"9781134518043"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134518043&uid=none"						"Spon Press"											"http://www.askewsandholts.com/EBookImages/9781134518043.jpg"	
"Understanding the world economy: global issues shaping the future"	"9780415244046"	"9781134543243"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134543243&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781134543243.jpg"	
"Japanese economic development: theory and practice"	"9780415187374"	"9781134661824"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134661824&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781134661824.jpg"	
"Routledge philosophy guidebook to Kierkegaard and Fear and trembling"	"9780415180467"	"9781134678976"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134678976&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781134678976.jpg"	
"Treatment of addiction: current issues for art therapies"	"9780415169967"	"9781134699971"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134699971&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781134699971.jpg"	
"The geopolitics reader"	"9780415162708"	"9781134715510"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781134715510&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781134715510.jpg"	
