publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	title_image
"Design principles of ships and marine structures"	"9781482254464"	"9781482254471"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781482254471&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781482254471.jpg"	
"Cell and material interface: advances in tissue engineering, biosensor, implant, and imaging technologies"	"9781482256123"	"9781482256130"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781482256130&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781482256130.jpg"	
"Safety concerns for herbal drugs"	"9781482256611"	"9781482256628"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781482256628&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781482256628.jpg"	
"Pindar and the emergence of literature"	"9781107116634"	"9781316391860"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781316391860&uid=none"						"Cambridge University Press"											"http://www.askewsandholts.com/EBookImages/9781316391860.jpg"	
"The middle class in emerging societies: consumers, lifestyles and markets"	"9781138858824"	"9781317510765"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781317510765&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781317510765.jpg"	
"Relativistic methods for chemists"	"9781402099748"	"9781402099755"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781402099755&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781402099755.jpg"	
"Chase Study Guide: Chasing After the Heart of God"	"9780529117984"	"9781418550592"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781418550592&uid=none"						"Thomas Nelson"											"http://www.askewsandholts.com/EBookImages/9781418550592.jpg"	
"Regional economics"	"9781138855885"	"9781317517870"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781317517870&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781317517870.jpg"	
"Las galaxias y el universo: Midiendo la distancia en el universo"	""	"9781771674331"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771674331&uid=none"						"Classroom Complete Press"											"http://www.askewsandholts.com/EBookImages/9781771674331.jpg"	
"Destrezas cartograficas con Google Earth(TM): Haz un mapa de tu pais"	""	"9781771674386"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771674386&uid=none"						"Classroom Complete Press"											"http://www.askewsandholts.com/EBookImages/9781771674386.jpg"	
"Applied pseudoanalytic function theory"	"9783034600033"	"9783034600040"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783034600040&uid=none"						"Birkhauser"											"http://www.askewsandholts.com/EBookImages/9783034600040.jpg"	
"Blood Orange: A Mystery"	"9781250012333"	"9781250028334"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781250028334&uid=none"						"St. Martin's Press"											"http://www.askewsandholts.com/EBookImages/9781250028334.jpg"	
"Dead Will Tell: A Kate Burkholder Novel"	""	"9781250029560"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781250029560&uid=none"						"St. Martin's Press"											"http://www.askewsandholts.com/EBookImages/9781250029560.jpg"	
"Agnes and the Hitman"	""	"9781429917988"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781429917988&uid=none"						"St. Martin's Press"											"http://www.askewsandholts.com/EBookImages/9781429917988.jpg"	
"Amateur Historian: A Thriller"	""	"9781429921671"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781429921671&uid=none"						"St. Martin's Press"											"http://www.askewsandholts.com/EBookImages/9781429921671.jpg"	
"Moscow Club"	""	"9781466827493"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781466827493&uid=none"						"St. Martin's Press"											"http://www.askewsandholts.com/EBookImages/9781466827493.jpg"	
"Strengths of Shakespeare's shrew: essays, memoirs and reviews"	"9781474247580"	"9781474247597"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781474247597&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781474247597.jpg"	
"No Baggage: A Minimalist Tale of Love and Wandering"	"9780762457243"	"9780762457250"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780762457250&uid=none"						"Running Press"											"http://www.askewsandholts.com/EBookImages/9780762457250.jpg"	
"Creating the Illusion (Turner Classic Movies): A Fashionable History of Hollywood Costume Designers"	"9780762456611"	"9780762458073"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780762458073&uid=none"						"Running Press"											"http://www.askewsandholts.com/EBookImages/9780762458073.jpg"	
"Language, education and Uyghur identity in urban Xinjiang"	"9781138847729"	"9781317537366"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781317537366&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781317537366.jpg"	
"Strategies to support children with autism and other complex needs: resources for teachers, support staff and parents"	"9781138918924"	"9781317420323"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781317420323&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781317420323.jpg"	
"Integrating the Web into everyday library services: a practical guide for librarians"	"9781442256750"	"9781442256767"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781442256767&uid=none"						"Rowman & Littlefield Publishers"											"http://www.askewsandholts.com/EBookImages/9781442256767.jpg"	
"Real Time Analytics with SAP HANA"	""	"9781782174127"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781782174127&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781782174127.jpg"	
"Python Geospatial Analysis Cookbook"	""	"9781783555086"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781783555086&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781783555086.jpg"	
"Learning Python"	""	"9781785284571"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781785284571&uid=none"						"Packt Publishing"											"http://www.askewsandholts.com/EBookImages/9781785284571.jpg"	
"Asymmetric Bronsted acid catalysis"	"9783527339174"	"9783527694778"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783527694778&uid=none"						"Wiley-VCH"											"http://www.askewsandholts.com/EBookImages/9783527694778.jpg"	
"Modulare Revisionsendoprothetik des Huftgelenks"	"9783540200604"	"9783540268031"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540268031&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540268031.jpg"	
"Technologie-Roadmapping: Zukunftsstrategien fur Technologieunternehmen"	"9783540234593"	"9783540272823"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540272823&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540272823.jpg"	
"EMV fur Gerateentwickler und Systemintegratoren"	"9783540234364"	"9783540282976"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540282976&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540282976.jpg"	
"Check Book fur GmbH-Geschaftsfuhrer: Checklisten, Erlauterungen und Formulare fur die tagliche Unternehmenspraxis"	"9783540236870"	"9783540283508"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540283508&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540283508.jpg"	
"Besser lernen"	"9783540293774"	"9783540293781"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540293781&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540293781.jpg"	
"Handbuch der Mess- und Automatisierungstechnik im Automobil: Fahrzeugelektronik, Fahrzeugmechatronik"	"9783540212058"	"9783540299806"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540299806&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540299806.jpg"	
"Organmangel: Ist Der Tod Auf Der Warteliste Unvermeidbar?"	"9783540330547"	"9783540330554"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540330554&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540330554.jpg"	
"Tipps Und Tricks Fur Den Frauenarzt: Problemlosungen Von a Bis Z"	"9783540368533"	"9783540368540"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540368540&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540368540.jpg"	
"Emerging Techniques in Applied Demography"	"9789401789899"	"9789401789905"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789401789905&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789401789905.jpg"	
"Animals' Influence on the Landscape and Ecological Importance: Natives, Newcomers, Homecomers"	"9789401792936"	"9789401792943"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789401792943&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789401792943.jpg"	
"Lampreys: Biology, Conservation and Control: Volume 1"	"9789401793056"	"9789401793063"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789401793063&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789401793063.jpg"	
"Advances in Cognitive Neurodynamics (IV): Proceedings of the Fourth International Conference on Cognitive Neurodynamics - 2013"	"9789401795470"	"9789401795487"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789401795487&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789401795487.jpg"	
"Promoting Change through Action Research"	""	"9789462098039"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789462098039&uid=none"						"SensePublishers"											"http://www.askewsandholts.com/EBookImages/9789462098039.jpg"	
"The paradox of body, building and motion in seventeenth-century England"	"9780719095801"	"9780719098277"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780719098277&uid=none"						"Manchester University Press"											"http://www.askewsandholts.com/EBookImages/9780719098277.jpg"	
"Many-body Boson systems: half a century later"	"9780857291080"	"9780857291097"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857291097&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780857291097.jpg"	
"Automatic digital document processing and management: problems, algorithms and techniques"	"9780857291974"	"9780857291981"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857291981&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780857291981.jpg"	
"Hydrogen storage materials: the characterisation of their storage properties"	"9780857292209"	"9780857292216"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857292216&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780857292216.jpg"	
"Pro LINQ: Language Integrated Query in C# 2010"	"9781430226536"	"9781430226543"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430226543&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430226543.jpg"	
"Cracking Windows Phone and BlackBerry native development: cross-platform mobile apps without the kludge"	"9781430233749"	"9781430233756"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430233756&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430233756.jpg"	
"Printing in plastic: build your own 3D printer"	"9781430234432"	"9781430234449"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430234449&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430234449.jpg"	
"Android apps for absolute beginners"	"9781430234463"	"9781430234470"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430234470&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430234470.jpg"	
"Pro Windows 8.1 Development with XAML and C#"	"9781430240471"	"9781430240488"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430240488&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430240488.jpg"	
"Forex for Beginners: A Comprehensive Guide to Profiting from the Global Currency Markets"	"9781430240501"	"9781430240518"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430240518&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430240518.jpg"	
"RMAN Recipes for Oracle Database 12c: A Problem-Solution Approach"	"9781430248361"	"9781430248378"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430248378&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430248378.jpg"	
"Expert C# 5.0: with the .NET 4.5 Framework"	"9781430248606"	"9781430248613"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430248613&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430248613.jpg"	
"Arduino adventures: escape from Gemini station"	"9781430246053"	"9781430246060"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430246060&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430246060.jpg"	
"Pro WPF 4.5 in VB"	"9781430246831"	"9781430246848"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430246848&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430246848.jpg"	
"Pro iOS geo: building apps with location based services"	"9781430247043"	"9781430247050"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430247050&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430247050.jpg"	
"Introducing Spring Framework: A Primer"	"9781430265320"	"9781430265337"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430265337&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430265337.jpg"	
"Learn Unity 3D programming with UnityScript: Unity's JavaScript for beginners"	"9781430265863"	"9781430265870"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430265870&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430265870.jpg"	
"Rachel Khoo's Kitchen Notebook: Over 100 Delicious Recipes from My Personal Cookbook"	"9781452140568"	"9781452156712"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781452156712&uid=none"						"Chronicle Books"											"http://www.askewsandholts.com/EBookImages/9781452156712.jpg"	
"Transportation and Traffic Theory 2009: Golden Jubilee: Papers selected for presentation at ISTTT18, a peer reviewed series since 1959"	"9781441908193"	"9781441908209"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441908209&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441908209.jpg"	
"Enzyme- and transporter-based drug-drug Interactions: progress and future challenges"	"9781441908391"	"9781441908407"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441908407&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441908407.jpg"	
"Dyspepsia in clinical practice"	"9781441917294"	"9781441917300"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441917300&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441917300.jpg"	
"1001 celestial wonders to see before you die: the best sky objects for star gazers"	"9781441917768"	"9781441917775"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441917775&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441917775.jpg"	
"Medical wisdom and doctoring"	"9781441955203"	"9781441955210"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441955210&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441955210.jpg"	
"Network-embedded management and applications: understanding programmable networking infrastructure"	"9781441967688"	"9781441967695"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441967695&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441967695.jpg"	
"The power of stars: how celestial observations have shaped civilization"	"9781441968029"	"9781441968036"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441968036&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441968036.jpg"	
"Data driven e-Science: use cases and successful applications of distributed computing infrastructures (ISGC 2010)"	"9781441980137"	"9781441980144"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441980144&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441980144.jpg"	
"Targeting the Wnt pathway in cancer"	"9781441980229"	"9781441980236"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441980236&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441980236.jpg"	
"Microelectronic test structures for CMOS technology"	"9781441993762"	"9781441993779"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441993779&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441993779.jpg"	
"Knowledge visualization currents: from text to art to culture"	"9781447143024"	"9781447143031"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781447143031&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781447143031.jpg"	
"Architecture-based design of multi-agent systems"	"9783642010637"	"9783642010644"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642010644&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642010644.jpg"	
"Unifying themes in complex systems VII: proceedings of the Seventh International Conference on Complex Systems"	"9783642180026"	"9783642180033"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642180033&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642180033.jpg"	
"Soziale Ungleichheit im Kindergarten: Orientierungs- und Handlungsmuster padagogischer Fachkrafte"	"9783658006594"	"9783658006600"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658006600&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658006600.jpg"	
"Death Penalty in Japan: Will the Public Tolerate Abolition?"	"9783658006778"	"9783658006785"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658006785&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658006785.jpg"	
"Informationsschreiben in Der It-branche: Ein Leitfaden Und Qualitatsprufungsverfahren"	"9783658016333"	"9783658016340"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658016340&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658016340.jpg"	
"IT-Sicherheitsmanagement nach ISO 27001 und Grundschutz: Der Weg zur Zertifizierung"	"9783658017231"	"9783658017248"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658017248&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658017248.jpg"	
"Human Resource Intelligence und Analytics: Grundlagen, Anbieter, Erfahrungen und Trends"	"9783658035952"	"9783658035969"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658035969&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658035969.jpg"	
"Neue und alte Infektionskrankheiten"	"9783658041236"	"9783658041243"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658041243&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658041243.jpg"	
"Studium generale: Auf dem Weg zu einem allgemeinen Teil der Wissenschaften"	"9783658041571"	"9783658041588"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658041588&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658041588.jpg"	
"Dynamik der Kraftfahrzeuge"	"9783658050672"	"9783658050689"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658050689&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658050689.jpg"	
"Simulation Des Straenverkehrs in Der Grostadt: Das Mit- Und Gegeneinander Verschiedener Verkehrsteilnehmertypen"	"9783658052065"	"9783658052072"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658052072&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658052072.jpg"	
"VOB/A 2012 - Textausgabe/Text Edition: Vergabe- und Vertragsordnung fur Bauleistungen, Teil A/German Construction Contract Procedures, Part A."	"9783658052232"	"9783658052249"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658052249&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658052249.jpg"	
"Bewegungsdetektion Und -korrektur in Der Transmissions-computertomographie"	"9783658076924"	"9783658076931"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658076931&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658076931.jpg"	
"Prozessreorganisation Mit Lean Six Sigma: Eine Empirische Analyse"	"9783658077532"	"9783658077549"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658077549&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658077549.jpg"	
"Sprachverstehen Und Textinterpretation: Grundzuge Einer Verstehenstheoretisch Reflektierten Interpretativen Semantik"	"9783658077914"	"9783658077921"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658077921&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658077921.jpg"	
"Skills-Training bei Borderline- und Posttraumatischer Belastungsstorung"	"9783709109342"	"9783709109359"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783709109359&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783709109359.jpg"	
"Comparative Medicine: Anatomy and Physiology"	"9783709115589"	"9783709115596"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783709115596&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783709115596.jpg"	
"Emergent phenomena in housing markets: gentrification, housing search, polarization"	"9783790828634"	"9783790828641"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783790828641&uid=none"						"Physica"											"http://www.askewsandholts.com/EBookImages/9783790828641.jpg"	
"ISSE 2006 Securing Electronic Business Processes: Highlights of the Information Security Solutions Europe 2006 Conference"	"9783834802132"	"9783834891952"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834891952&uid=none"						"Vieweg+Teubner Verlag"											"http://www.askewsandholts.com/EBookImages/9783834891952.jpg"	
"Arbeitsschutz im Bauwesen mit RFID: Forschungsbericht zum Projekt Sicherheitstechnik mit RFID - Entwicklung, Erprobung und Optimierung von geeigneten Instrumenten zur nachhaltigen Verbesserung des Arbeitsschutzes auf Grundlage von RFID&quot;"	"9783834810304"	"9783834897282"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834897282&uid=none"						"Vieweg+Teubner Verlag"											"http://www.askewsandholts.com/EBookImages/9783834897282.jpg"	
"Bosch Autoelektrik und Autoelektronik: Bordnetze, Sensoren und elektronische Systeme"	"9783834812742"	"9783834899026"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834899026&uid=none"						"Vieweg+Teubner Verlag"											"http://www.askewsandholts.com/EBookImages/9783834899026.jpg"	
"Gesundheitsmanagement in Unternehmen: Arbeitspsychologische Perspektiven"	"9783834943095"	"9783834943101"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834943101&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783834943101.jpg"	
"Zur strategischen Integration der Personalabteilung: Eine erweiterte strukturationstheoretische Betrachtung"	"9783834943521"	"9783834943538"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834943538&uid=none"						"Gabler Verlag"											"http://www.askewsandholts.com/EBookImages/9783834943538.jpg"	
"Wirkung von Preisen und Werbung als Instrumente des Revenue Managements: Eine empirische Untersuchung am Beispiel von integrierten Reiseveranstaltern"	"9783834945006"	"9783834945013"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834945013&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783834945013.jpg"	
"Die Besten fur den Vertrieb: Die Prinzipien des Verkaufs fur die Mitarbeiter-Rekrutierung nutzen"	"9783834933935"	"9783834971418"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834971418&uid=none"						"Gabler Verlag"											"http://www.askewsandholts.com/EBookImages/9783834971418.jpg"	
"Horizontale Verbundstrukturen im deutschen Krankenhausmarkt: Potenziale, Prozesse und Praxis"	"9783834916587"	"9783834982179"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834982179&uid=none"						"Gabler Verlag"											"http://www.askewsandholts.com/EBookImages/9783834982179.jpg"	
